country_code,country,year,political_stability_score,indicator,unit,yoy_change,stability_category
HKG,"Hong Kong Sar, China",2015,1.03520536422729,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.11802315711975986,High Stability
HKG,"Hong Kong Sar, China",2016,0.73615837097168,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.29904699325561,Moderate Stability
HKG,"Hong Kong Sar, China",2017,0.818203508853912,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.082045137882232,Moderate Stability
HKG,"Hong Kong Sar, China",2018,0.776628255844116,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.04157525300979603,Moderate Stability
HKG,"Hong Kong Sar, China",2019,-0.227037355303764,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-1.00366561114788,Low Stability
HKG,"Hong Kong Sar, China",2020,0.0566066689789295,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.28364402428269353,Moderate Stability
HKG,"Hong Kong Sar, China",2021,0.263934075832367,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.2073274068534375,Moderate Stability
HKG,"Hong Kong Sar, China",2022,0.5749272108078,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.31099313497543296,Moderate Stability
HKG,"Hong Kong Sar, China",2023,0.673060536384583,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.098133325576783,Moderate Stability
HUN,Hungary,1996,1.00668895244598,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,High Stability
HUN,Hungary,1998,1.21940362453461,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.21271467208863015,High Stability
HUN,Hungary,2000,0.918442904949188,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.30096071958542203,Moderate Stability
HUN,Hungary,2002,1.26067221164703,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.3422293066978419,High Stability
HUN,Hungary,2003,1.13186395168304,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.12880825996398992,High Stability
HUN,Hungary,2004,0.82829761505127,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.30356633663177,Moderate Stability
HUN,Hungary,2005,1.00310039520264,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.17480278015137007,High Stability
HUN,Hungary,2006,0.985676109790802,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.017424285411838047,Moderate Stability
HUN,Hungary,2007,0.747096717357635,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.23857939243316695,Moderate Stability
HUN,Hungary,2008,0.750263869762421,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.0031671524047859334,Moderate Stability
HUN,Hungary,2009,0.536816298961639,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.21344757080078203,Moderate Stability
HUN,Hungary,2010,0.685783743858337,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.148967444896698,Moderate Stability
HUN,Hungary,2011,0.743254065513611,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.05747032165527399,Moderate Stability
HUN,Hungary,2012,0.675794780254364,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06745928525924694,Moderate Stability
HUN,Hungary,2013,0.796646118164062,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.12085133790969793,Moderate Stability
HUN,Hungary,2014,0.669904828071594,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.12674129009246793,Moderate Stability
HUN,Hungary,2015,0.737792491912842,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.067887663841248,Moderate Stability
HUN,Hungary,2016,0.64338093996048,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.09441155195236206,Moderate Stability
HUN,Hungary,2017,0.796200513839722,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.15281957387924205,Moderate Stability
HUN,Hungary,2018,0.737591445446014,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05860906839370805,Moderate Stability
HUN,Hungary,2019,0.761921286582947,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.02432984113693304,Moderate Stability
HUN,Hungary,2020,0.83704686164856,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07512557506561302,Moderate Stability
HUN,Hungary,2021,0.798591256141663,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03845560550689697,Moderate Stability
HUN,Hungary,2022,0.678676307201385,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.11991494894027799,Moderate Stability
HUN,Hungary,2023,0.731891810894012,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.05321550369262695,Moderate Stability
ISL,Iceland,1996,1.32520198822021,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,High Stability
ISL,Iceland,1998,1.37710535526276,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.05190336704254994,High Stability
ISL,Iceland,2000,1.57533061504364,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.19822525978088001,High Stability
ISL,Iceland,2002,1.62029254436493,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.04496192932129017,High Stability
ISL,Iceland,2003,1.51723217964172,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.10306036472321001,High Stability
ISL,Iceland,2004,1.45700466632843,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.060227513313290126,High Stability
ISL,Iceland,2005,1.44469714164734,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.012307524681089976,High Stability
ISL,Iceland,2006,1.45382654666901,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.009129405021669923,High Stability
ISL,Iceland,2007,1.48559415340424,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.03176760673523016,High Stability
ISL,Iceland,2008,1.21502387523651,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.27057027816773016,High Stability
ISL,Iceland,2009,1.1908872127533,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.024136662483210003,High Stability
ISL,Iceland,2010,1.02225363254547,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.16863358020782981,High Stability
ISL,Iceland,2011,1.24400973320007,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.22175610065459983,High Stability
ISL,Iceland,2012,1.24503207206726,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.0010223388671901645,High Stability
ISL,Iceland,2013,1.28713369369507,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.04210162162780984,High Stability
ISL,Iceland,2014,1.24697458744049,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.04015910625457986,High Stability
ISL,Iceland,2015,1.29848098754883,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.051506400108339845,High Stability
ISL,Iceland,2016,1.34658873081207,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.04810774326324019,High Stability
ISL,Iceland,2017,1.33768677711487,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.008901953697200149,High Stability
ISL,Iceland,2018,1.39481735229492,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.05713057518005016,High Stability
ISL,Iceland,2019,1.61980617046356,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.22498881816863991,High Stability
ISL,Iceland,2020,1.37503159046173,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.24477458000182994,High Stability
ISL,Iceland,2021,1.37235331535339,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.002678275108340067,High Stability
ISL,Iceland,2022,1.24969923496246,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.12265408039092995,High Stability
ISL,Iceland,2023,1.21440374851227,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03529548645018998,High Stability
IND,India,1996,-0.972584128379822,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Low Stability
IND,India,1998,-1.20082128047943,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.22823715209960804,Very Low Stability
IND,India,2000,-1.00120759010315,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.19961369037627996,Very Low Stability
IND,India,2002,-1.21066498756409,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.20945739746093994,Very Low Stability
IND,India,2003,-1.50999701023102,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.29933202266693004,Very Low Stability
IND,India,2004,-1.28043293952942,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.2295640707016,Very Low Stability
IND,India,2005,-1.01388049125671,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.26655244827270996,Very Low Stability
IND,India,2006,-1.06518423557281,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.051303744316099964,Very Low Stability
IND,India,2007,-1.15429580211639,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.08911156654357999,Very Low Stability
IND,India,2008,-1.10970735549927,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.044588446617120026,Very Low Stability
IND,India,2009,-1.35554790496826,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.24584054946898992,Very Low Stability
IND,India,2010,-1.27798449993134,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07756340503692005,Very Low Stability
IND,India,2011,-1.32679533958435,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.04881083965301003,Very Low Stability
IND,India,2012,-1.28930985927582,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.03748548030852983,Very Low Stability
IND,India,2013,-1.22917413711548,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.06013572216034002,Very Low Stability
IND,India,2014,-0.997911989688873,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.2312621474266071,Low Stability
IND,India,2015,-0.954773545265198,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.04313844442367498,Low Stability
IND,India,2016,-0.960426509380341,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.005652964115143044,Low Stability
IND,India,2017,-0.774099111557007,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.18632739782333407,Low Stability
IND,India,2018,-0.997706770896912,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.223607659339905,Low Stability
IND,India,2019,-0.796846985816956,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.20085978507995594,Low Stability
IND,India,2020,-0.841419219970703,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.044572234153747003,Low Stability
IND,India,2021,-0.691076755523682,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.15034246444702104,Low Stability
IND,India,2022,-0.615027368068695,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07604938745498702,Low Stability
IND,India,2023,-0.635076940059662,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.02004957199096702,Low Stability
IDN,Indonesia,1996,-1.13137912750244,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Very Low Stability
IDN,Indonesia,1998,-1.73167061805725,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.60029149055481,Very Low Stability
IDN,Indonesia,2000,-1.99520063400269,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.2635300159454399,Very Low Stability
IDN,Indonesia,2002,-1.58324420452118,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.4119564294815099,Very Low Stability
IDN,Indonesia,2003,-2.09539484977722,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.5121506452560398,Very Low Stability
IDN,Indonesia,2004,-1.90860557556152,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.1867892742156998,Very Low Stability
IDN,Indonesia,2005,-1.5181759595871,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.39042961597442005,Very Low Stability
IDN,Indonesia,2006,-1.41766691207886,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.10050904750823997,Very Low Stability
IDN,Indonesia,2007,-1.19806575775146,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.21960115432740013,Very Low Stability
IDN,Indonesia,2008,-1.05679154396057,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.14127421379089,Very Low Stability
IDN,Indonesia,2009,-0.751153647899628,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.30563789606094194,Low Stability
IDN,Indonesia,2010,-0.853916168212891,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.10276252031326294,Low Stability
IDN,Indonesia,2011,-0.770114183425903,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.08380198478698797,Low Stability
IDN,Indonesia,2012,-0.593262791633606,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.17685139179229703,Low Stability
IDN,Indonesia,2013,-0.51926463842392,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07399815320968595,Low Stability
IDN,Indonesia,2014,-0.416824042797089,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.102440595626831,Low Stability
IDN,Indonesia,2015,-0.619956314563751,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.203132271766662,Low Stability
IDN,Indonesia,2016,-0.379699736833572,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.240256577730179,Low Stability
IDN,Indonesia,2017,-0.504938721656799,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.12523898482322698,Low Stability
IDN,Indonesia,2018,-0.552034020423889,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.047095298767090066,Low Stability
IDN,Indonesia,2019,-0.502143025398254,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.0498909950256351,Low Stability
IDN,Indonesia,2020,-0.462311387062073,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.039831638336180974,Low Stability
IDN,Indonesia,2021,-0.531449198722839,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06913781166076605,Low Stability
IDN,Indonesia,2022,-0.553894221782684,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.02244502305984497,Low Stability
IDN,Indonesia,2023,-0.404375314712524,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.14951890707015997,Low Stability
IRN,"Iran, Islamic Rep.",1996,-0.324623703956604,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Low Stability
IRN,"Iran, Islamic Rep.",1998,-0.693391084671021,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.36876738071441695,Low Stability
IRN,"Iran, Islamic Rep.",2000,-0.727548360824585,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03415727615356401,Low Stability
IRN,"Iran, Islamic Rep.",2002,-0.773440599441528,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.045892238616943026,Low Stability
IRN,"Iran, Islamic Rep.",2003,-0.779733180999756,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.006292581558227983,Low Stability
IRN,"Iran, Islamic Rep.",2004,-0.761824309825897,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.017908871173858976,Low Stability
IRN,"Iran, Islamic Rep.",2005,-0.782738864421844,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.020914554595947044,Low Stability
IRN,"Iran, Islamic Rep.",2006,-1.04084002971649,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.2581011652946459,Very Low Stability
IRN,"Iran, Islamic Rep.",2007,-0.931640446186066,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.10919958353042392,Low Stability
IRN,"Iran, Islamic Rep.",2008,-0.939874708652496,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.008234262466429998,Low Stability
IRN,"Iran, Islamic Rep.",2009,-1.56424200534821,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.624367296695714,Very Low Stability
IRN,"Iran, Islamic Rep.",2010,-1.63059186935425,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06634986400604004,Very Low Stability
IRN,"Iran, Islamic Rep.",2011,-1.4217677116394,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.20882415771484997,Very Low Stability
IRN,"Iran, Islamic Rep.",2012,-1.32392609119415,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.09784162044525013,Very Low Stability
IRN,"Iran, Islamic Rep.",2013,-1.24968659877777,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07423949241637984,Very Low Stability
IRN,"Iran, Islamic Rep.",2014,-0.874987661838531,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.37469893693923906,Low Stability
IRN,"Iran, Islamic Rep.",2015,-0.924846887588501,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.049859225749969927,Low Stability
IRN,"Iran, Islamic Rep.",2016,-0.81402063369751,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.11082625389099099,Low Stability
IRN,"Iran, Islamic Rep.",2017,-0.933828890323639,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.11980825662612904,Low Stability
IRN,"Iran, Islamic Rep.",2018,-1.34218072891235,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.40835183858871094,Very Low Stability
IRN,"Iran, Islamic Rep.",2019,-1.71153402328491,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.36935329437256015,Very Low Stability
IRN,"Iran, Islamic Rep.",2020,-1.69920635223389,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.012327671051020062,Very Low Stability
IRN,"Iran, Islamic Rep.",2021,-1.5844532251358,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.11475312709809016,Very Low Stability
IRN,"Iran, Islamic Rep.",2022,-1.62561237812042,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.04115915298462003,Very Low Stability
IRN,"Iran, Islamic Rep.",2023,-1.6941009759903,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06848859786988015,Very Low Stability
IRQ,Iraq,1996,-1.81737661361694,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Very Low Stability
IRQ,Iraq,1998,-1.53380000591278,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.28357660770415993,Very Low Stability
IRQ,Iraq,2000,-1.73264276981354,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.19884276390075994,Very Low Stability
IRQ,Iraq,2002,-1.60128676891327,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.1313560009002701,Very Low Stability
IRQ,Iraq,2003,-2.39324522018433,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.7919584512710602,Very Low Stability
IRQ,Iraq,2004,-3.18035173416138,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.7871065139770499,Very Low Stability
IRQ,Iraq,2005,-2.68864846229553,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.49170327186585006,Very Low Stability
IRQ,Iraq,2006,-2.82640218734741,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.13775372505187988,Very Low Stability
IRQ,Iraq,2007,-2.77105069160461,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.05535149574280007,Very Low Stability
IRQ,Iraq,2008,-2.46689653396606,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.3041541576385498,Very Low Stability
IRQ,Iraq,2009,-2.17470788955688,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.29218864440918013,Very Low Stability
IRQ,Iraq,2010,-2.23926711082458,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.0645592212677002,Very Low Stability
IRQ,Iraq,2011,-1.84698355197906,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.39228355884552,Very Low Stability
IRQ,Iraq,2012,-1.93405020236969,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.08706665039062988,Very Low Stability
IRQ,Iraq,2013,-2.01139044761658,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.07734024524688987,Very Low Stability
IRQ,Iraq,2014,-2.48033785820007,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.4689474105834903,Very Low Stability
IRQ,Iraq,2015,-2.25077962875366,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.22955822944641024,Very Low Stability
IRQ,Iraq,2016,-2.30333304405212,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05255341529846014,Very Low Stability
IRQ,Iraq,2017,-2.29594969749451,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.007383346557610082,Very Low Stability
IRQ,Iraq,2018,-2.52111387252808,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.22516417503357022,Very Low Stability
IRQ,Iraq,2019,-2.60927772521973,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.08816385269164995,Very Low Stability
IRQ,Iraq,2020,-2.47476959228516,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.1345081329345703,Very Low Stability
IRQ,Iraq,2021,-2.38469409942627,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.09007549285888983,Very Low Stability
IRQ,Iraq,2022,-2.40930914878845,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.024615049362179953,Very Low Stability
IRQ,Iraq,2023,-2.41309809684753,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.003788948059080255,Very Low Stability
IRL,Ireland,1996,1.34345364570618,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,High Stability
IRL,Ireland,1998,1.51291000843048,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.16945636272429998,High Stability
IRL,Ireland,2000,1.58410012722015,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07119011878966996,High Stability
IRL,Ireland,2002,1.50421679019928,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.07988333702087003,High Stability
IRL,Ireland,2003,1.34845769405365,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.1557590961456301,High Stability
IRL,Ireland,2004,1.17082571983337,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.17763197422027988,High Stability
IRL,Ireland,2005,1.29866683483124,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.12784111499787,High Stability
IRL,Ireland,2006,1.19241058826447,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.10625624656677002,High Stability
IRL,Ireland,2007,1.21519267559052,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.022782087326050027,High Stability
IRL,Ireland,2008,1.18687438964844,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.02831828594208008,High Stability
IRL,Ireland,2009,1.05736601352692,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.12950837612151989,High Stability
IRL,Ireland,2010,1.02016532421112,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03720068931580012,High Stability
IRL,Ireland,2011,0.948998928070068,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.07116639614105191,Moderate Stability
IRL,Ireland,2012,0.941072702407837,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.007926225662231001,Moderate Stability
IRL,Ireland,2013,0.901075720787048,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03999698162078902,Moderate Stability
IRL,Ireland,2014,1.05299115180969,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.15191543102264193,High Stability
IRL,Ireland,2015,0.89533257484436,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.15765857696532992,Moderate Stability
IRL,Ireland,2016,0.833849668502808,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06148290634155207,Moderate Stability
IRL,Ireland,2017,0.993410110473633,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.15956044197082508,Moderate Stability
IRL,Ireland,2018,1.01136958599091,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.017959475517276946,High Stability
IRL,Ireland,2019,0.959416449069977,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05195313692093295,Moderate Stability
IRL,Ireland,2020,0.965521574020386,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.0061051249504089355,Moderate Stability
IRL,Ireland,2021,0.843662619590759,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.12185895442962691,Moderate Stability
IRL,Ireland,2022,0.88466739654541,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.04100477695465099,Moderate Stability
IRL,Ireland,2023,0.901911556720734,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.01724416017532393,Moderate Stability
ISR,Israel,1996,-1.15118622779846,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Very Low Stability
ISR,Israel,1998,-1.12271451950073,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.028471708297729936,Very Low Stability
ISR,Israel,2000,-1.04199123382568,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.08072328567504994,Very Low Stability
ISR,Israel,2002,-1.46213829517365,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.42014706134796986,Very Low Stability
ISR,Israel,2003,-1.51878440380096,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05664610862731001,Very Low Stability
ISR,Israel,2004,-1.32268130779266,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.1961030960082999,Very Low Stability
ISR,Israel,2005,-1.24752271175385,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07515859603880992,Very Low Stability
ISR,Israel,2006,-1.2592887878418,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.011766076087949884,Very Low Stability
ISR,Israel,2007,-1.25203287601471,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.007255911827090067,Very Low Stability
ISR,Israel,2008,-1.32310199737549,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.07106912136078014,Very Low Stability
ISR,Israel,2009,-1.62521064281464,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.30210864543914995,Very Low Stability
ISR,Israel,2010,-1.34115171432495,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.28405892848968994,Very Low Stability
ISR,Israel,2011,-1.20131802558899,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.13983368873596014,Very Low Stability
ISR,Israel,2012,-1.07890439033508,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.12241363525391002,Very Low Stability
ISR,Israel,2013,-1.10128474235535,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.02238035202027011,Very Low Stability
ISR,Israel,2014,-1.03973531723022,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.061549425125130064,Very Low Stability
ISR,Israel,2015,-1.09781730175018,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05808198451996005,Very Low Stability
ISR,Israel,2016,-0.799367249011993,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.29845005273818703,Low Stability
ISR,Israel,2017,-0.894905745983124,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.09553849697113104,Low Stability
ISR,Israel,2018,-0.918100237846375,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.023194491863250954,Low Stability
ISR,Israel,2019,-0.815568029880524,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.10253220796585094,Low Stability
ISR,Israel,2020,-0.887818515300751,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.07225048542022694,Low Stability
ISR,Israel,2021,-1.12231314182281,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.2344946265220591,Very Low Stability
ISR,Israel,2022,-1.22896540164948,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.10665225982666993,Very Low Stability
ISR,Israel,2023,-1.46484839916229,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.23588299751281006,Very Low Stability
ITA,Italy,1996,1.11038541793823,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,High Stability
ITA,Italy,1998,1.192702293396,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.08231687545777011,High Stability
ITA,Italy,2000,0.916669428348541,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.27603286504745905,Moderate Stability
